O3,RH,WSP,TMP
44.0,57.2,1.4,14.6
39.5,56.8,1.3,14.0
40.9,57.6,1.5,14.4
35.4,58.2,1.3,14.4
41.2,57.4,1.2,14.2
37.0,56.9,1.5,14.5
37.0,57.5,1.6,14.7
43.9,57.1,1.3,14.6
38.4,57.2,1.4,14.4
43.3,57.6,1.5,14.4
45.4,58.9,1.5,14.6
39.3,57.0,1.6,14.1
46.1,56.9,1.4,14.8
42.9,57.4,1.1,14.5
35.9,58.1,1.5,14.4
33.6,59.0,1.6,14.1
41.0,56.3,1.5,14.4
35.2,57.4,1.4,13.9
31.1,58.3,1.5,15.1
31.9,56.6,1.5,14.4
25.5,58.2,1.5,14.4
24.9,57.7,1.2,14.3
24.6,56.6,1.5,13.8
25.5,57.7,1.4,14.4
32.0,59.1,1.4,14.6
30.8,57.0,1.2,14.8
32.8,57.5,1.3,14.9
31.5,57.0,1.8,14.4
32.0,58.0,1.7,14.6
29.6,57.4,1.7,14.5
24.4,57.6,1.4,14.2
34.2,57.4,1.3,13.9
35.0,57.7,1.5,13.4
28.1,58.5,1.5,14.6
27.0,57.3,1.2,14.7
20.8,56.7,1.2,14.4
24.6,58.0,1.4,14.5
22.5,57.3,1.6,13.9
26.0,58.3,1.4,13.8
24.1,57.7,1.3,14.2
25.3,56.9,1.4,14.8
25.6,56.9,1.6,14.4
20.8,57.3,1.3,14.4
18.0,57.5,1.4,14.1
22.3,57.1,1.6,14.3
31.1,56.9,1.6,14.1
29.2,58.9,1.4,14.9
24.4,58.2,1.4,14.1
19.9,58.2,1.2,13.9
24.6,57.2,1.3,14.5
24.0,57.9,1.5,14.4
23.5,57.3,1.4,14.1
26.4,56.1,1.3,14.4
27.5,57.1,1.9,14.1
22.9,57.2,1.5,14.5
27.5,58.2,1.3,14.5
23.3,57.3,1.2,14.4
25.6,57.1,1.6,14.6
23.4,56.6,1.5,14.4
24.0,56.8,1.4,14.4
19.8,56.9,1.4,14.3
21.0,57.8,1.4,14.3
19.6,56.8,1.2,14.6
24.0,58.3,1.001,14.7
20.8,58.5,1.7,14.3
15.4,56.5,1.7,14.1
23.5,57.9,1.4,14.3
19.9,55.9,1.4,14.5
28.6,58.1,1.3,14.5
26.2,57.7,1.6,13.9
30.4,58.1,1.1,14.0
28.4,56.8,1.7,14.6
26.0,57.5,1.2,14.6
27.5,59.4,1.3,14.2
29.6,58.0,1.3,14.1
31.2,57.1,1.9,14.1
25.2,57.0,1.5,14.6
23.8,57.1,1.3,14.0
24.9,58.6,1.4,14.1
26.3,58.1,1.9,14.4
29.2,57.2,1.4,13.9
33.0,57.4,1.6,14.3
28.2,58.0,1.6,14.1
29.0,57.7,1.5,14.3
26.6,57.0,1.5,14.3
24.8,57.3,1.5,13.9
26.2,56.5,1.4,14.5
27.7,56.8,1.6,13.8
24.4,57.1,1.6,14.2
23.2,58.1,1.6,14.8
23.8,56.3,1.5,14.4
17.9,57.1,1.3,14.6
21.9,56.8,1.8,14.4
21.2,56.6,1.3,14.5
17.8,57.2,1.6,14.8
23.5,56.1,1.5,14.6
26.5,57.8,1.5,14.1
26.8,58.1,1.3,14.0
28.3,56.3,1.6,14.2
31.3,57.1,1.5,14.5
28.0,56.6,1.5,14.0
23.8,57.4,1.5,14.4
24.7,58.3,1.4,13.8
24.2,57.6,1.1,14.1
28.5,58.2,1.4,14.2
26.5,58.0,1.3,14.4
25.2,57.9,1.3,14.5
20.3,57.1,1.6,14.6
17.6,57.4,1.5,14.5
22.4,56.7,1.5,14.5
21.6,58.6,1.7,14.4
25.8,57.6,1.7,14.3
23.9,56.6,1.4,14.2
22.7,57.8,1.4,14.7
19.7,56.7,1.6,14.9
19.0,57.0,1.3,14.1
21.4,57.5,1.5,14.6
26.0,56.4,1.3,14.5
30.0,56.4,1.4,14.8
25.8,56.6,1.1,14.1
22.2,58.7,1.4,14.0
20.5,57.1,1.7,14.3
21.0,57.9,1.4,15.0
19.1,58.0,1.4,15.2
24.5,58.0,1.4,14.8
26.1,58.0,1.2,14.3
24.9,57.3,1.2,14.4
24.3,58.2,1.3,14.5
25.7,57.5,1.6,14.1
28.0,57.8,1.6,14.2
26.4,57.0,1.4,14.2
26.3,57.3,1.5,14.4
24.9,57.5,1.3,14.8
25.6,57.5,1.5,14.9
24.0,57.4,1.6,14.6
21.1,56.9,1.6,14.4
18.2,56.6,1.6,14.0
22.3,57.8,1.7,14.7
22.8,56.1,1.6,14.7
21.0,57.8,1.7,14.6
19.8,58.0,1.3,14.0
19.8,57.8,1.3,14.6
19.7,57.7,1.5,14.7
25.1,58.4,1.4,14.4
22.4,57.8,1.6,14.6
18.3,58.2,1.4,14.4
17.2,58.4,1.3,14.7
16.1,56.5,1.2,13.7
20.1,57.3,1.3,14.2
18.1,56.8,1.6,14.3
20.5,58.0,1.6,14.4
18.9,58.1,1.2,14.4
20.0,56.6,1.3,14.3
23.6,58.2,1.4,13.9
21.3,58.2,1.8,14.2
23.2,56.7,1.5,14.3
18.0,56.3,1.1,14.6
21.8,57.7,1.4,14.3
20.3,57.3,1.7,14.3
20.6,57.5,1.1,14.2
20.2,57.4,1.5,14.4
21.0,57.0,1.3,14.3
17.5,57.2,1.1,14.6
19.6,57.4,1.6,14.5
16.9,57.1,1.4,14.6
21.7,57.7,1.4,14.5
17.2,57.0,1.3,13.8
16.6,56.9,1.6,14.6
20.1,58.0,1.2,14.4
20.2,58.8,1.5,14.1
20.6,56.7,1.3,14.3
19.3,57.9,1.4,14.5
15.2,58.8,1.3,14.5
23.3,57.8,1.4,14.0
27.6,57.8,1.3,13.9
27.5,57.3,1.3,14.0
18.9,56.6,1.3,14.5
23.8,57.4,1.6,14.6
23.4,56.8,1.4,14.4
24.7,56.8,1.3,14.3
24.4,58.6,1.5,14.8
23.4,58.1,1.7,14.5
20.3,56.2,1.4,14.9
16.8,56.7,1.5,15.0
12.1,57.7,1.2,14.1
13.4,58.1,1.3,14.3
14.9,57.1,1.7,14.7
22.0,58.8,1.3,14.9
18.4,57.4,1.5,14.3
18.3,58.9,1.4,14.5
19.3,57.9,1.4,14.5
19.0,58.4,1.5,14.6
21.2,57.5,1.5,14.2
16.5,56.8,1.3,14.3
16.4,56.3,1.6,14.8
16.7,57.7,1.7,14.7
17.3,56.9,1.4,15.2
17.1,57.5,1.3,13.7
16.0,57.7,1.3,14.9
19.8,58.1,1.6,14.1
22.8,58.4,1.2,14.4
23.1,57.1,1.3,14.5
21.2,58.2,1.5,14.2
23.7,56.9,1.5,14.1
27.9,56.0,1.3,14.8
26.1,57.3,1.4,14.2
24.5,57.4,1.6,14.6
18.8,56.9,1.4,14.1
17.9,58.3,1.7,14.2
18.6,57.4,1.6,14.3
21.2,57.5,1.4,14.5
13.8,57.8,1.5,14.8
14.9,57.7,1.5,14.7
19.9,57.4,1.6,14.7
20.6,57.1,1.3,14.1
17.2,58.0,1.4,14.9
21.1,57.8,1.5,15.0
15.9,58.1,1.4,14.2
17.5,56.7,1.9,14.8
18.5,57.2,1.1,14.4
19.1,57.0,1.4,15.0
23.9,57.1,1.4,13.9
15.7,57.6,1.7,14.3
16.1,56.8,1.8,14.5
21.1,57.2,1.5,14.2
19.2,58.0,1.3,14.3
22.3,57.8,1.7,15.0
21.0,59.2,1.5,14.5
22.3,56.3,1.5,13.6
