O3,RH,WSP,TMP
32.1,48.0,1.6,15.0
23.8,46.4,0.7127495626675049,14.9
24.6,42.1,1.2,16.0
19.4,50.1,0.7127495626675049,13.5
22.9,45.0,0.7127495626675049,14.7
24.5,39.5,0.7127495626675049,15.5
25.6,38.9,1.4,14.7
19.6,43.1,1.6,13.0
19.3,43.0,1.4,12.2
18.7,31.1,1.2,13.9
20.9,36.5,1.2,14.5
20.4,35.2,1.3,14.4
19.8,33.4,1.3,14.0
18.1,52.6,0.7127495626675049,10.5
17.7,45.4,0.7127495626675049,11.2
20.2,36.9,0.7127495626675049,12.2
18.8,37.4,0.7127495626675049,11.7
20.7,39.4,0.7127495626675049,12.0
26.4,42.2,0.7127495626675049,13.3
17.8,38.5,1.1,14.2
19.3,36.1,1.3,14.9
22.8,32.3,1.4,15.5
30.2,32.3,1.5,15.4
30.3,33.7,1.4,14.7
30.0,40.0,1.4,14.1
24.1,42.3,1.4,14.4
25.5,40.3,0.7127495626675049,15.1
24.9,41.3,0.7127495626675049,15.3
21.1,42.5,0.7127495626675049,13.1
18.6,52.1,0.7127495626675049,11.8
23.9,39.9,1.7,10.8
23.4,42.8,0.7127495626675049,13.0
24.9,42.1,0.7127495626675049,14.1
24.9,44.3,0.7127495626675049,14.2
24.0,42.5,0.7127495626675049,13.8
29.5,49.5,0.7127495626675049,13.6
31.0,48.6,0.7127495626675049,12.4
39.7,43.1,0.7127495626675049,14.1
31.5,43.0,0.7127495626675049,13.0
34.6,35.7,0.7127495626675049,13.9
28.1,35.7,0.7127495626675049,13.1
19.8,43.5,0.7127495626675049,12.3
23.8,46.1,0.7127495626675049,12.1
33.1,39.6,0.7127495626675049,13.7
32.4,37.9,0.7127495626675049,13.7
31.8,39.3,0.7127495626675049,13.2
34.5,39.6,0.7127495626675049,13.9
33.1,36.1,0.7127495626675049,14.2
37.0,37.6,0.7127495626675049,14.1
27.6,35.6,0.7127495626675049,13.9
34.7,34.6,0.7127495626675049,13.7
34.4,38.6,0.7127495626675049,14.0
29.4,41.8,0.7127495626675049,14.5
35.2,41.9,0.7127495626675049,14.3
38.7,39.2,0.7127495626675049,14.9
34.8,37.8,0.7127495626675049,15.0
32.4,35.9,0.7127495626675049,14.7
36.8,38.7,0.7127495626675049,14.3
38.8,41.1,0.7127495626675049,14.8
32.2,43.4,0.7127495626675049,14.4
39.7,44.1,0.7127495626675049,14.6
38.4,40.1,0.7127495626675049,15.6
40.0,44.8,0.7127495626675049,15.0
31.7,48.6,0.7127495626675049,13.9
23.8,57.3,0.7127495626675049,12.3
34.6,50.2,0.7127495626675049,13.6
31.5,48.3,0.7127495626675049,12.9
34.8,45.6,0.7127495626675049,12.0
32.8,45.7,0.7127495626675049,12.4
36.1,48.4,0.7127495626675049,12.3
27.9,49.3,0.7127495626675049,11.8
32.5,54.5,0.7127495626675049,10.8
43.1,46.8,0.7127495626675049,10.5
35.1,45.6,0.7127495626675049,10.7
35.1,42.9,0.7127495626675049,12.9
37.6,40.7,0.7127495626675049,15.0
32.4,42.7,0.7127495626675049,15.2
28.7,40.1,0.7127495626675049,15.6
30.1,35.0,0.7127495626675049,16.2
35.7,37.5,0.7127495626675049,16.1
35.0,35.6,0.7127495626675049,16.3
28.7,33.4,0.7127495626675049,16.3
31.6,43.2,0.7127495626675049,14.9
26.7,47.6,0.7127495626675049,13.5
24.8,38.9,0.7127495626675049,16.1
27.8,30.7,0.7127495626675049,18.2
25.2,29.4,1.8,19.0
29.2,33.0,1.5,19.1
28.8,35.0,1.7,19.2
35.0,28.9,0.7127495626675049,19.5
39.2,26.0,2.0,20.3
32.5,27.4,2.0,19.7
33.6,28.3,2.0,18.7
34.0,25.9,1.5,19.0
35.1,22.7,1.9,20.1
33.0,22.8,2.1,20.0
32.9,24.0,1.7,19.9
32.2,32.1,0.7127495626675049,18.6
42.9,39.6,0.7127495626675049,18.5
41.6,52.2,0.7127495626675049,17.7
40.0,48.1,0.7127495626675049,17.9
42.7,37.1,0.7127495626675049,19.2
45.3,36.5,0.7127495626675049,19.5
45.8,42.4,0.7127495626675049,18.5
40.1,47.8,0.7127495626675049,17.4
38.2,49.4,0.7127495626675049,16.3
39.1,47.4,0.7127495626675049,15.8
39.3,42.8,0.7127495626675049,17.8
38.4,45.1,0.7127495626675049,17.9
37.5,43.6,0.7127495626675049,17.5
40.7,43.9,0.7127495626675049,17.3
44.5,40.7,0.7127495626675049,18.1
48.6,43.2,0.7127495626675049,17.4
40.1,42.4,0.7127495626675049,17.6
39.3,41.1,0.7127495626675049,18.1
39.2,41.5,0.7127495626675049,19.1
42.9,43.2,0.7127495626675049,19.1
37.2,48.6,0.7127495626675049,18.1
31.8,47.7,0.7127495626675049,18.5
32.9,43.9,0.7127495626675049,18.6
41.8,40.0,0.7127495626675049,19.3
41.7,40.9,0.7127495626675049,19.2
35.3,42.8,0.7127495626675049,19.4
36.8,41.2,0.7127495626675049,19.8
32.8,37.6,0.7127495626675049,19.5
39.0,38.3,0.7127495626675049,19.4
39.4,45.4,0.7127495626675049,18.4
39.3,43.2,0.7127495626675049,19.2
44.2,47.6,0.7127495626675049,18.7
36.9,58.0,0.7127495626675049,17.1
32.3,52.1,0.7127495626675049,17.3
40.1,45.9,0.7127495626675049,18.2
36.5,50.4,0.7127495626675049,18.0
27.8,59.3,0.7127495626675049,16.8
44.1,45.7,0.7127495626675049,18.4
45.8,46.3,0.7127495626675049,18.5
49.5,47.2,0.7127495626675049,18.8
45.9,49.3,0.7127495626675049,18.8
47.7,44.1,0.7127495626675049,19.3
42.0,44.1,0.7127495626675049,19.5
47.1,42.3,0.7127495626675049,20.2
41.0,43.0,0.7127495626675049,20.6
42.0,41.6,0.7127495626675049,20.7
49.2,39.3,0.7127495626675049,20.8
45.5,42.8,0.7127495626675049,20.7
49.6,44.8,0.7127495626675049,20.2
48.2,48.6,0.7127495626675049,19.5
45.3,48.2,0.7127495626675049,19.4
52.2,47.6,0.7127495626675049,19.6
46.1,46.9,0.7127495626675049,20.0
39.7,46.9,0.7127495626675049,19.4
37.0,47.1,0.7127495626675049,18.6
44.7,37.2,0.7127495626675049,19.8
43.3,40.9,0.7127495626675049,20.0
37.8,39.7,0.7127495626675049,20.3
37.9,40.8,0.7127495626675049,19.7
31.5,40.6,0.7127495626675049,20.1
27.6,45.5,0.7127495626675049,19.4
36.6,49.6,0.7127495626675049,19.1
35.4,46.5,0.7127495626675049,19.4
37.0,45.2,0.7127495626675049,19.3
38.1,41.0,0.7127495626675049,20.0
49.2,43.9,0.7127495626675049,19.9
49.2,46.4,0.7127495626675049,19.6
43.1,49.7,0.7127495626675049,19.0
38.0,50.0,0.7127495626675049,18.9
36.1,52.2,0.7127495626675049,18.6
42.9,52.0,0.7127495626675049,18.9
42.1,53.8,0.7127495626675049,18.9
29.3,54.2,0.7127495626675049,18.5
29.6,58.7,0.7127495626675049,17.5
23.1,64.6,0.7127495626675049,17.2
27.7,59.6,0.7127495626675049,17.5
25.2,55.3,0.7127495626675049,18.4
29.0,51.2,0.7127495626675049,18.9
27.2,51.1,0.7127495626675049,18.5
29.2,53.3,0.7127495626675049,17.9
28.3,47.4,0.7127495626675049,18.1
23.4,48.7,0.7127495626675049,17.9
21.6,50.3,0.7127495626675049,18.5
24.7,46.5,0.7127495626675049,19.0
35.2,48.3,0.7127495626675049,19.0
29.5,55.0,0.7127495626675049,17.0
27.3,57.8,1.4,17.6
23.6,64.9,1.4,17.0
25.2,62.6,1.4,17.2
25.8,61.4,1.6,17.4
26.2,56.4,0.7127495626675049,17.3
29.9,58.3,1.4,17.2
27.2,56.4,1.3,17.6
25.2,60.9,1.4,17.4
29.0,57.7,1.8,17.6
31.4,54.6,1.5,17.7
28.1,54.2,1.7,17.5
26.6,54.9,0.7127495626675049,16.7
27.9,55.8,1.9,16.8
21.3,62.4,1.5,16.9
25.3,61.4,1.2,16.8
23.0,59.7,1.6,17.0
25.2,61.0,1.6,16.6
21.5,64.8,1.4,16.5
15.8,59.1,1.4,16.9
23.8,59.7,0.7127495626675049,16.5
21.7,58.8,1.6,16.9
