O3,RH,WSP,TMP
26.8,46.9,1.6079476097546226,15.7
23.5,48.0,1.6079476097546226,14.7
22.7,47.6,1.6079476097546226,14.9
30.5,49.1,1.6079476097546226,15.6
30.4,49.9,1.6079476097546226,16.7
28.2,53.3,1.6079476097546226,16.3
25.6,54.6,1.6079476097546226,16.0
30.0,46.3,1.6079476097546226,16.8
31.7,43.1,1.6079476097546226,17.7
31.7,42.4,1.6079476097546226,17.4
31.4,41.0,1.6079476097546226,17.4
31.7,43.1,1.6079476097546226,17.1
32.0,39.6,1.6079476097546226,17.9
28.0,40.3,1.6079476097546226,17.6
27.6,37.8,1.6079476097546226,17.2
28.4,42.8,1.6079476097546226,17.0
36.6,41.7,1.6079476097546226,17.6
38.4,49.7,1.6079476097546226,17.4
35.5,46.7,1.6079476097546226,17.4
42.8,42.5,1.6079476097546226,18.0
42.7,47.3,1.6079476097546226,17.7
39.6,50.0,1.6079476097546226,17.3
36.7,47.7,1.6079476097546226,17.7
32.6,51.2,1.6079476097546226,16.4
31.4,47.2,1.6079476097546226,17.0
32.3,51.2,1.6079476097546226,16.8
33.9,48.7,1.6079476097546226,17.6
36.3,43.9,1.6079476097546226,17.8
32.2,47.3,1.6079476097546226,16.8
36.2,46.7,1.6079476097546226,16.8
36.9,48.9,1.6079476097546226,15.9
34.5,51.8,1.6079476097546226,15.9
34.7,52.9,1.6079476097546226,16.1
34.9,56.9,1.6079476097546226,15.7
33.6,55.2,1.6079476097546226,16.0
24.3,61.2,1.6079476097546226,14.9
23.4,63.1,1.6079476097546226,15.5
24.2,58.7,1.6079476097546226,16.4
23.3,57.4,1.6079476097546226,17.0
23.2,56.3,1.6079476097546226,15.7
27.0,48.5,1.6079476097546226,17.5
33.1,39.9,1.6079476097546226,18.5
27.8,38.0,1.6079476097546226,18.6
38.2,38.4,1.6079476097546226,18.1
41.2,41.5,1.6079476097546226,17.7
34.2,43.3,1.6079476097546226,18.1
37.6,51.7,1.6079476097546226,17.7
38.6,57.5,1.6079476097546226,16.8
37.2,54.4,1.6079476097546226,17.1
41.0,49.0,1.6079476097546226,17.9
40.4,50.0,1.6079476097546226,18.1
41.4,51.9,1.6079476097546226,18.2
38.2,53.3,1.6079476097546226,17.8
41.3,57.3,1.6079476097546226,17.5
40.0,56.8,1.6079476097546226,17.4
35.9,59.5,1.6079476097546226,17.0
38.3,58.5,1.6079476097546226,16.9
37.6,54.2,1.6079476097546226,17.4
45.6,54.9,1.6079476097546226,18.0
37.9,59.2,1.6079476097546226,17.7
42.9,54.5,1.6079476097546226,18.3
43.6,54.3,1.6079476097546226,18.0
40.7,53.1,1.6079476097546226,18.2
38.8,51.5,1.6079476097546226,18.6
42.8,52.2,1.6079476097546226,18.6
43.1,55.3,1.6079476097546226,18.8
43.2,55.9,1.6079476097546226,18.7
41.3,52.2,1.6079476097546226,19.7
36.4,50.5,2.2,19.2
36.0,48.6,2.1,18.9
39.1,42.3,1.6079476097546226,19.9
36.7,49.8,2.0,18.7
35.3,46.6,2.2,19.6
29.0,47.2,1.6079476097546226,19.0
25.2,46.5,1.6079476097546226,18.7
23.7,47.7,1.6079476097546226,18.1
28.4,53.1,1.6079476097546226,18.1
33.9,57.1,1.6079476097546226,17.4
32.8,53.4,2.4,18.5
37.7,47.4,2.0,19.3
47.2,49.2,2.1,19.1
49.1,57.0,2.2,18.1
44.4,56.9,2.0,18.1
44.7,57.5,2.0,17.9
39.5,60.0,1.6079476097546226,17.5
43.1,58.6,1.9,18.0
40.0,61.6,2.0,17.8
32.5,62.9,1.6079476097546226,17.6
28.2,63.5,1.8,17.4
23.1,69.6,1.9,16.9
17.7,65.6,1.6079476097546226,16.7
27.3,62.0,1.6079476097546226,17.7
26.0,58.0,1.9,18.5
25.9,58.1,1.8,17.8
24.8,57.0,1.9,17.6
25.4,49.1,3.0,17.6
24.4,56.1,2.3,16.9
27.3,61.8,1.9,17.0
29.9,56.1,1.6079476097546226,18.0
27.9,61.9,1.6079476097546226,16.2
29.1,58.5,1.9,17.0
23.1,62.2,1.9,17.0
19.8,68.7,1.6079476097546226,16.5
27.9,65.0,1.9,17.3
23.7,63.6,2.1,17.4
20.8,61.0,2.1,17.2
26.4,61.8,2.0,16.8
28.2,59.8,1.7,17.1
29.0,63.7,1.8,17.0
22.6,62.3,2.1,17.0
27.3,64.9,1.7,16.5
24.7,63.0,1.6079476097546226,16.4
20.8,58.3,2.3,16.6
26.0,61.0,2.2,16.4
22.0,66.7,1.8,16.4
21.1,68.0,1.6,16.0
22.4,63.5,2.0,16.6
21.2,63.7,1.9,16.2
21.4,67.6,1.7,16.2
24.8,63.4,1.6,16.4
27.2,61.8,2.0,16.4
30.1,64.5,2.0,16.2
31.1,56.6,1.8,16.8
34.3,60.8,1.6,16.7
34.6,60.4,1.9,16.8
38.5,57.6,1.6079476097546226,17.1
33.2,56.9,1.6079476097546226,17.1
28.8,61.8,2.2,16.9
35.6,55.1,2.5,17.6
34.7,59.9,1.8,17.2
32.8,61.4,1.8,17.1
25.4,59.2,2.0,17.4
31.1,57.2,1.9,17.5
30.0,61.0,1.6079476097546226,16.8
28.8,63.3,1.6079476097546226,16.4
33.2,63.2,1.6079476097546226,16.3
30.8,61.7,1.6079476097546226,16.0
29.3,61.1,1.6079476097546226,16.8
28.7,59.9,1.6079476097546226,16.7
30.3,62.1,1.6079476097546226,16.4
28.0,63.7,1.6079476097546226,16.5
28.5,65.5,1.6079476097546226,16.4
30.1,67.3,1.6079476097546226,15.9
27.6,63.8,1.6079476097546226,16.7
25.6,60.0,1.6079476097546226,17.0
22.7,64.9,1.6079476097546226,16.5
24.5,66.8,1.6079476097546226,16.4
31.1,60.8,2.1,17.7
24.1,69.4,2.6,15.8
26.9,71.6,2.1,15.9
27.6,64.9,1.8,16.6
29.2,63.3,1.5,16.7
28.0,59.3,1.8,16.8
31.8,56.4,1.6079476097546226,17.6
31.6,60.1,1.8,17.4
29.3,59.3,1.9,17.2
26.2,61.4,1.6079476097546226,17.0
25.1,60.4,1.6079476097546226,16.3
32.7,62.5,2.0,17.2
29.6,62.4,2.0,17.1
27.1,61.7,2.0,16.9
27.1,62.2,2.1,16.9
27.9,63.1,1.8,16.3
33.0,58.9,1.9,16.6
32.4,63.2,1.6,16.7
37.4,64.7,1.6,16.4
32.6,69.0,1.7,16.2
28.6,69.4,1.6,16.1
22.3,71.9,1.5,15.8
22.2,70.5,2.0,16.1
27.0,72.1,1.8,15.8
31.6,66.2,1.6,16.4
29.0,60.9,1.9,17.2
28.9,64.0,2.2,16.8
31.5,66.6,2.0,16.7
23.7,68.3,1.7,16.5
21.1,69.3,1.6,16.3
19.1,69.3,1.7,16.0
27.2,62.3,1.6079476097546226,16.7
32.0,61.4,1.6079476097546226,16.4
28.3,63.3,2.1,16.3
28.1,61.3,2.2,16.4
33.2,60.7,1.6079476097546226,16.2
34.0,60.1,1.6079476097546226,16.6
33.0,65.3,1.6079476097546226,16.1
28.9,60.7,1.6079476097546226,16.7
25.9,59.0,1.6079476097546226,16.6
27.7,60.3,1.6079476097546226,16.4
21.2,63.8,1.6079476097546226,16.1
21.4,62.6,1.6079476097546226,16.2
20.7,60.6,1.6079476097546226,16.6
23.7,59.4,1.6079476097546226,16.9
22.8,58.5,1.6079476097546226,16.5
21.1,61.2,1.6079476097546226,16.3
19.8,63.3,1.6079476097546226,15.7
24.3,61.7,1.6079476097546226,15.7
28.8,65.0,1.6079476097546226,15.7
29.8,65.0,1.6079476097546226,15.9
25.4,64.0,1.6079476097546226,15.9
21.6,61.7,1.6079476097546226,16.3
19.5,65.7,1.6079476097546226,15.6
20.2,65.3,1.6079476097546226,15.8
24.3,63.6,1.6079476097546226,16.3
22.0,67.6,1.6079476097546226,15.9
24.6,62.5,2.5,16.3
24.2,62.5,2.3,16.4
27.7,64.1,2.4,16.5
29.8,59.0,2.4,17.2
27.2,59.3,2.3,16.7
25.5,56.0,1.6,16.4
27.4,61.8,1.7,16.4
21.9,60.8,1.6079476097546226,16.4
23.1,65.1,1.6079476097546226,16.2
24.7,66.3,2.5,15.4
23.1,63.6,2.4,15.7
21.8,64.6,2.0,16.0
18.9,63.9,2.1,16.2
19.8,58.7,2.2,16.5
21.6,58.4,2.2,16.6
24.0,59.5,2.4,16.0
22.1,61.9,2.5,15.5
22.9,60.4,1.6079476097546226,16.1
28.9,61.1,2.1,16.2
28.0,57.8,1.6079476097546226,16.5
25.7,58.9,2.5,16.3
24.3,54.5,3.1,15.7
19.1,56.1,2.6,15.5
27.7,59.1,2.3,15.5
33.8,55.5,2.2,15.5
35.4,56.9,1.7,15.2
30.1,56.2,2.1,14.9
28.3,55.7,2.5,14.4
32.2,57.4,2.0,14.5
28.1,60.6,1.9,14.9
27.4,60.2,1.7,15.3
30.6,63.6,1.7,15.4
29.8,64.5,1.7,15.7
23.1,57.5,1.8,15.8
19.6,58.0,2.0,14.8
16.6,60.4,2.1,14.8
21.1,54.1,2.0,14.7
26.4,49.9,1.7,16.2
29.9,46.1,1.7,16.8
27.0,50.1,1.6,16.5
29.0,58.2,2.1,14.9
22.1,64.6,1.9,14.5
25.0,62.8,1.4,14.7
21.3,59.6,2.3,14.8
22.0,60.0,2.4,14.0
16.7,67.9,1.7,11.8
18.1,61.9,1.6079476097546226,13.0
22.7,53.9,1.7,13.7
21.3,60.6,1.5,13.3
24.1,48.9,1.5,13.8
27.0,48.2,2.1,14.1
25.9,54.3,2.2,13.1
29.9,53.9,2.1,13.4
33.9,51.8,1.7,13.7
33.2,51.3,1.3,13.0
31.6,48.9,1.5,13.3
35.4,51.6,1.6,13.7
25.2,49.1,1.7,12.9
22.1,53.6,1.9,12.2
24.2,55.6,1.5,12.5
31.2,53.1,1.7,13.1
22.9,56.7,1.8,13.8
19.6,54.9,1.9,13.3
21.9,50.9,1.6079476097546226,13.7
25.0,54.1,1.4,13.9
28.1,52.7,1.5,14.6
32.3,55.8,1.6079476097546226,15.3
25.5,53.6,2.1,14.8
29.3,50.6,2.0,14.4
24.9,49.3,1.6079476097546226,14.8
22.8,49.6,1.6079476097546226,14.6
23.4,48.8,1.8,13.1
21.7,49.1,2.2,12.4
23.4,50.5,1.9,11.8
24.7,48.4,1.6,12.6
29.0,47.4,1.6,13.3
28.1,49.9,1.6079476097546226,13.4
30.2,43.6,1.6079476097546226,13.2
31.0,51.5,2.0,13.6
