O3,RH,WSP,TMP
42.4,45.9,2.3,17.7
33.6,49.2,2.1,16.2
22.4,52.6,1.8,15.0
32.9,45.6,1.6,16.2
32.7,44.2,1.8,16.0
36.7,38.3,1.7,17.2
35.5,43.0,1.9,16.4
37.6,48.5,1.8,16.3
30.3,52.0,2.0,15.9
33.4,54.7,2.0,15.1
42.8,41.6,2.4,16.0
36.5,45.7,2.2,15.2
33.8,48.0,1.6,15.6
37.3,45.6,1.6,15.8
32.8,51.3,1.5,16.1
30.3,48.0,1.4,16.4
30.9,40.2,1.5,17.4
30.0,40.8,2.1128950055343365,17.0
35.5,38.3,1.7,17.5
28.7,34.9,1.7,17.9
32.6,39.8,2.0,17.1
29.0,43.1,2.0,15.8
23.7,42.4,2.0,16.2
29.4,35.3,1.7,17.7
25.8,34.3,1.9,18.4
31.0,37.9,1.6,18.6
35.0,39.8,1.7,18.8
33.7,33.5,1.6,19.1
37.5,29.9,1.9,19.9
33.6,31.2,2.0,19.3
30.6,32.0,1.9,18.3
33.5,29.2,1.6,18.6
32.9,26.4,1.8,19.6
34.2,26.7,2.0,19.6
29.4,28.4,2.1128950055343365,19.4
33.9,36.7,1.7,18.6
44.2,38.8,1.7,19.0
44.9,48.2,1.7,18.1
39.6,43.3,1.5,18.3
42.9,31.5,1.5,19.5
45.0,33.4,1.6,19.9
46.0,43.1,1.6,18.3
43.7,46.4,1.9,18.0
39.4,45.2,1.9,17.4
39.8,41.3,1.7,18.2
37.0,41.2,1.8,18.3
37.5,42.0,2.0,18.7
38.9,34.4,1.8,18.9
40.5,33.8,2.0,18.8
44.3,34.3,2.1128950055343365,18.6
45.7,37.8,1.9,18.1
36.2,43.9,2.2,17.3
43.2,44.8,1.8,17.6
41.4,49.0,1.7,17.7
43.1,48.3,1.9,18.0
40.3,55.1,1.7,16.6
32.4,53.5,1.6,17.3
33.5,44.0,1.9,18.2
39.7,36.0,1.9,19.0
41.5,38.4,1.6,19.0
35.5,37.6,1.9,19.7
36.6,34.3,1.9,20.4
32.9,31.1,1.8,20.1
36.8,30.1,1.8,19.7
39.5,38.1,1.7,18.7
35.0,36.9,1.5,19.8
44.0,48.7,1.6,19.4
37.4,58.1,1.6,17.8
34.1,54.1,1.8,17.7
41.5,43.8,1.9,18.8
39.4,44.5,1.9,18.9
32.2,54.4,1.6,18.0
44.7,46.2,1.8,18.7
49.0,50.2,1.7,18.5
51.4,50.4,1.8,19.0
40.9,56.1,1.7,18.3
50.9,48.8,1.8,18.9
45.3,44.8,1.9,19.3
37.2,44.2,1.8,20.1
28.7,51.1,1.8,19.8
28.4,43.8,1.8,20.5
36.2,43.1,1.7,20.4
46.0,47.7,1.6,20.4
50.7,45.8,1.7,20.6
51.4,45.9,1.7,20.2
45.1,51.0,1.7,20.2
49.2,51.1,2.1128950055343365,20.2
47.0,48.0,1.9,20.8
39.4,49.3,1.9,19.7
37.9,49.9,1.8,19.2
46.8,35.7,1.8,20.7
42.6,48.9,1.7,19.3
37.4,43.5,2.0,20.0
36.9,45.5,2.0,19.7
32.5,44.5,2.1,20.0
26.4,48.6,2.2,19.2
32.3,55.2,2.2,19.0
34.9,53.4,2.2,19.0
36.3,50.0,2.1,19.0
39.4,44.5,1.8,19.7
48.8,45.1,1.8,19.4
50.6,53.8,1.9,18.5
44.5,54.9,1.9,18.4
40.4,55.7,1.9,18.3
38.4,55.7,1.7,18.2
44.2,54.6,1.7,18.7
43.5,59.3,1.6,18.5
32.6,62.8,1.8,17.9
31.4,65.0,1.7,17.4
24.2,70.4,1.7,17.0
28.7,64.0,1.7,17.5
27.3,60.8,1.7,18.3
30.4,54.0,1.8,19.1
28.6,56.3,1.6,18.2
30.3,56.2,1.8,17.9
30.2,48.1,2.3,17.9
25.2,53.9,2.0,17.6
23.1,60.7,1.8,17.5
26.4,51.1,2.0,18.4
36.2,54.7,2.0,18.2
33.9,56.6,2.1128950055343365,17.4
28.1,63.2,1.6,17.3
23.3,70.5,1.5,16.8
29.7,67.5,1.6,17.1
26.4,65.6,1.6,17.3
26.0,60.1,1.7,17.4
31.4,62.8,1.6,17.0
33.5,62.1,1.5,17.2
28.4,66.4,1.6,17.0
30.4,62.1,1.7,17.4
31.2,61.5,2.1128950055343365,17.2
32.0,59.6,1.9,17.2
29.1,59.3,2.0,16.6
29.6,60.8,2.0,16.6
23.9,67.0,1.6,16.7
29.0,66.4,1.5,16.5
24.6,65.3,1.6,16.7
27.4,65.9,1.6,16.5
25.4,69.9,1.5,16.3
20.2,63.9,1.5,16.7
28.1,64.5,1.6,16.4
24.4,63.3,1.8,16.7
31.6,53.6,1.7,17.7
31.8,57.2,1.7,17.5
34.0,59.6,1.7,17.3
33.0,63.2,1.6,17.0
31.0,56.8,2.0,18.0
29.4,59.5,1.8,17.3
32.8,54.4,2.1,17.7
33.5,59.2,1.6,17.6
29.6,61.7,1.5,17.5
27.6,57.5,1.7,18.0
31.3,57.4,1.7,17.8
31.5,58.6,1.5,17.8
32.2,60.2,1.6,17.4
36.8,60.3,1.6,17.3
32.0,55.8,1.6,17.8
30.2,54.7,2.1128950055343365,18.1
33.6,53.6,1.9,18.0
31.6,55.6,2.0,17.8
30.7,57.0,2.1,17.8
30.8,59.2,2.0,17.8
28.0,68.4,1.6,16.6
28.3,63.3,1.8,17.3
26.9,59.8,1.9,18.0
19.3,64.2,1.8,17.7
25.9,62.6,1.8,18.0
27.6,56.7,2.1,18.2
20.8,69.8,2.0,16.3
25.0,70.0,1.6,16.7
30.2,61.9,1.6,17.5
32.0,61.8,1.6,17.3
30.1,61.0,1.5,17.3
34.5,50.7,1.7,18.8
33.2,57.9,1.7,18.1
27.1,56.9,1.8,18.2
28.6,61.2,1.8,17.2
29.3,63.1,1.7,17.5
32.1,59.4,1.6,18.2
29.4,59.2,1.8,17.9
29.6,61.1,2.1,17.4
24.7,62.6,1.9,17.2
26.0,61.5,1.7,17.3
29.7,56.8,1.9,17.4
24.3,63.1,1.7,17.2
29.7,66.9,1.5,16.8
32.9,61.8,1.7,17.5
27.1,69.0,1.6,16.6
23.0,71.7,1.5,16.4
24.3,71.0,1.8,16.5
25.2,70.2,1.7,16.6
27.2,64.8,2.1128950055343365,17.2
32.0,59.2,2.1128950055343365,18.1
29.0,63.6,2.1128950055343365,17.4
26.8,65.1,2.1128950055343365,17.4
22.1,65.8,2.1128950055343365,17.2
19.4,70.1,2.1128950055343365,16.8
13.8,71.3,2.1128950055343365,16.5
24.9,64.1,2.1128950055343365,17.2
31.3,61.0,2.1128950055343365,17.0
23.3,58.8,2.1128950055343365,17.4
28.5,57.7,2.1128950055343365,17.6
32.8,55.6,2.1128950055343365,17.3
33.4,58.9,2.1128950055343365,16.8
31.1,59.9,2.1128950055343365,16.8
29.4,57.5,2.1128950055343365,18.2
28.0,54.8,2.1128950055343365,18.1
32.7,52.2,2.1128950055343365,18.1
26.1,62.1,2.1128950055343365,17.8
23.1,65.5,2.1128950055343365,17.3
24.7,62.4,2.1128950055343365,17.7
25.2,61.7,2.1128950055343365,17.9
22.9,58.7,2.1128950055343365,17.7
20.2,63.6,2.1128950055343365,17.7
19.1,63.7,2.1128950055343365,16.8
22.7,63.0,2.1128950055343365,17.2
23.2,65.2,2.1128950055343365,17.3
27.5,68.1,2.1128950055343365,17.3
25.0,67.2,2.1128950055343365,17.4
22.1,64.1,2.1128950055343365,17.3
18.8,65.0,2.1128950055343365,16.8
14.2,72.5,2.1128950055343365,16.1
18.9,68.8,2.1128950055343365,16.6
20.1,65.4,1.9,16.7
22.3,63.1,2.1,16.8
22.2,62.2,2.0,17.0
22.9,61.5,2.1,17.5
26.1,59.8,2.0,16.2
25.0,56.2,1.9,15.9
27.4,50.9,1.5,16.0
29.7,58.4,1.6,15.8
26.5,60.9,1.6,15.5
20.8,62.8,1.9,15.0
21.2,63.8,2.1128950055343365,14.1
19.1,62.3,2.1128950055343365,14.3
20.7,61.5,2.1128950055343365,14.9
20.0,62.4,2.1128950055343365,15.1
24.0,61.0,2.1128950055343365,14.9
24.8,59.4,2.1128950055343365,15.2
26.6,60.9,2.1128950055343365,14.6
21.8,62.3,1.9,14.7
23.7,57.9,1.9,15.6
24.4,57.9,1.7,15.8
25.9,53.4,1.9,16.0
24.6,56.1,1.8,15.8
22.2,53.6,2.3,14.7
16.9,57.5,2.1,14.2
29.7,57.1,2.2,14.3
34.3,54.1,1.9,13.9
34.9,54.6,1.5,14.1
27.7,55.3,1.8,14.5
28.6,56.0,2.0,13.9
28.5,56.1,1.6,13.8
30.5,58.8,1.5,14.3
29.7,60.5,1.5,14.5
25.6,64.4,1.4,14.6
23.2,63.3,1.4,15.3
19.6,56.3,1.6,15.7
14.9,58.2,1.7,14.8
16.7,58.1,1.8,14.6
19.0,52.0,1.6,14.6
25.2,48.5,1.6,15.0
24.0,42.8,1.6,15.5
22.7,45.6,1.7,15.4
26.1,58.0,1.9,13.9
19.5,65.6,1.8,13.3
25.2,62.5,1.6,13.5
20.6,60.3,1.9,13.6
18.3,60.1,2.1,13.6
15.7,68.2,1.7,13.8
16.3,55.0,1.5,14.3
19.6,52.7,1.5,14.1
19.5,59.3,1.3,13.2
21.8,47.9,1.3,14.1
26.8,48.7,1.6,13.9
24.8,54.9,1.7,12.8
26.1,54.4,1.5,13.0
28.6,49.5,1.5,13.1
31.3,48.9,1.4,12.5
29.7,45.7,1.3,12.9
30.9,50.5,1.5,12.8
22.7,47.2,1.4,13.0
22.4,52.6,1.7,12.0
22.0,51.8,1.7,12.2
23.6,48.2,2.0,13.4
14.9,57.2,1.7,13.6
17.7,54.6,1.6,13.5
24.1,50.5,1.5,13.9
24.5,51.3,1.3,13.9
29.8,48.5,1.3,14.1
29.6,51.9,1.2,14.8
20.6,46.8,2.1128950055343365,15.1
23.4,49.6,2.1128950055343365,14.6
20.9,46.8,1.5,16.2
20.7,46.3,1.9,15.9
26.4,47.8,1.6,14.3
17.7,50.9,2.1128950055343365,12.6
17.3,51.5,1.4,12.6
21.6,47.4,1.4,13.7
20.5,44.8,1.5,14.4
26.9,42.8,1.2,14.8
22.9,42.2,1.3,14.1
24.1,50.1,1.9,14.6
