O3,RH,WSP,TMP
34.1,58.6,2.1,12.5
23.6,57.0,1.8,12.4
26.3,53.7,3.36313593944479,13.3
28.6,54.2,1.9,12.4
27.3,49.7,1.9,13.2
35.6,45.8,2.5,13.4
31.9,46.7,2.5,12.1
27.8,51.0,2.7,10.8
21.5,42.4,2.0,10.1
22.8,33.6,2.2,11.4
34.8,40.7,2.3,12.3
33.1,41.8,2.3,11.8
24.5,39.4,2.1,11.3
21.9,59.8,1.9,8.8
25.5,44.8,2.5,10.0
30.2,34.2,2.0,11.5
29.5,35.0,2.3,11.3
29.7,42.3,2.2,11.6
33.3,49.8,2.2,11.3
26.5,46.9,3.36313593944479,12.0
20.8,50.2,3.36313593944479,13.7
23.4,42.5,3.36313593944479,14.4
27.6,45.0,3.36313593944479,13.9
23.8,39.7,3.36313593944479,13.7
27.4,47.3,2.6,13.9
25.2,47.5,2.6,14.4
27.6,47.3,3.36313593944479,14.7
26.5,44.6,2.8,14.3
28.2,47.5,2.5,12.4
24.7,61.2,2.6,11.4
28.4,50.7,2.4,12.9
27.1,52.5,2.1,13.7
24.6,42.1,2.4,13.0
24.3,42.8,2.5,13.6
27.9,45.3,2.4,13.1
30.7,48.2,2.4,13.4
33.4,52.1,2.0,12.5
36.9,43.9,2.2,13.7
32.9,41.7,2.7,12.9
34.0,36.4,3.36313593944479,13.3
26.0,41.9,3.36313593944479,12.0
20.6,53.4,2.5,11.0
25.5,51.9,2.4,11.0
30.0,40.8,2.4,13.0
32.7,42.6,3.36313593944479,12.9
31.0,45.1,3.36313593944479,12.5
29.5,44.1,3.36313593944479,13.4
27.1,35.5,3.36313593944479,13.8
30.6,35.7,3.36313593944479,13.8
28.3,32.8,3.36313593944479,13.7
31.2,30.7,3.36313593944479,13.2
28.9,36.6,3.36313593944479,13.6
26.9,42.4,3.36313593944479,14.0
32.1,43.9,3.36313593944479,13.8
35.1,46.4,3.36313593944479,14.4
28.4,43.6,3.36313593944479,14.5
29.3,37.3,3.36313593944479,14.6
32.7,44.8,3.36313593944479,14.1
36.1,46.1,3.36313593944479,14.6
29.8,51.4,3.36313593944479,14.4
29.5,48.0,3.36313593944479,14.8
29.3,43.7,3.36313593944479,15.8
38.1,52.7,3.36313593944479,14.8
33.9,55.1,3.36313593944479,13.7
29.1,55.7,3.36313593944479,12.7
33.2,53.8,3.36313593944479,14.0
25.7,58.7,3.36313593944479,13.5
27.3,48.1,3.36313593944479,14.9
26.0,47.2,3.36313593944479,15.3
26.5,55.2,3.36313593944479,14.3
29.5,54.9,3.36313593944479,13.8
37.0,53.5,3.36313593944479,14.6
33.6,47.9,3.36313593944479,17.0
34.1,57.0,3.36313593944479,15.9
24.3,56.4,3.36313593944479,15.9
26.6,55.5,3.36313593944479,15.0
25.8,60.2,3.36313593944479,15.0
28.0,55.9,3.36313593944479,14.9
29.2,50.1,3.36313593944479,15.8
29.9,44.0,3.36313593944479,16.0
31.4,42.8,3.36313593944479,15.3
34.8,34.7,3.36313593944479,15.4
32.5,40.8,3.36313593944479,14.5
30.2,48.2,3.36313593944479,13.3
28.1,44.3,3.36313593944479,13.8
28.8,36.3,3.36313593944479,15.4
30.2,38.1,3.36313593944479,15.7
33.9,37.7,3.36313593944479,16.3
36.6,43.0,3.36313593944479,16.3
36.0,35.4,3.36313593944479,16.7
32.6,30.0,3.36313593944479,17.6
30.5,33.5,3.36313593944479,16.9
32.8,36.1,3.36313593944479,15.8
28.7,33.1,3.36313593944479,16.2
30.9,26.2,3.36313593944479,17.4
36.4,30.4,3.36313593944479,17.3
34.2,26.9,3.36313593944479,17.5
37.8,35.5,3.36313593944479,16.5
48.4,40.0,3.36313593944479,16.8
47.2,51.6,3.36313593944479,15.7
39.7,48.2,3.36313593944479,16.7
47.9,44.0,3.36313593944479,16.9
51.4,45.6,3.36313593944479,17.1
48.4,50.4,3.36313593944479,16.5
41.1,50.0,3.36313593944479,16.8
37.2,52.0,3.36313593944479,15.7
37.6,49.0,3.36313593944479,16.4
33.5,54.3,3.36313593944479,16.1
32.2,49.3,3.36313593944479,16.6
32.3,41.4,3.36313593944479,17.0
35.1,47.1,3.36313593944479,16.2
38.0,50.1,3.36313593944479,15.8
33.4,52.8,3.36313593944479,15.0
25.4,55.4,3.36313593944479,14.9
26.7,57.2,3.36313593944479,15.2
23.4,60.3,3.36313593944479,15.0
24.1,53.4,3.36313593944479,15.6
24.7,61.1,3.36313593944479,14.1
25.1,57.0,3.36313593944479,15.5
31.6,47.3,3.36313593944479,16.4
33.9,38.0,3.36313593944479,17.0
32.1,43.0,3.36313593944479,17.0
37.1,38.0,3.36313593944479,17.9
38.7,36.4,3.36313593944479,18.4
27.8,37.4,3.36313593944479,18.2
29.1,36.7,3.36313593944479,17.8
38.7,39.8,3.36313593944479,17.4
38.4,42.3,3.36313593944479,17.7
37.0,53.0,3.36313593944479,17.2
39.1,57.5,3.36313593944479,16.3
34.9,56.9,3.36313593944479,16.2
42.7,54.8,3.36313593944479,16.7
36.6,50.0,3.36313593944479,17.1
31.2,54.4,3.36313593944479,16.2
46.5,47.9,3.36313593944479,16.3
48.4,50.1,3.36313593944479,16.4
50.7,52.9,3.36313593944479,16.6
46.0,59.2,3.36313593944479,16.0
47.9,55.3,3.36313593944479,16.1
42.2,45.2,3.36313593944479,16.8
35.9,45.8,3.36313593944479,18.2
35.8,48.4,3.36313593944479,18.6
36.6,45.5,3.36313593944479,18.5
38.1,46.3,3.36313593944479,17.8
35.8,45.4,3.36313593944479,18.0
39.5,49.8,3.36313593944479,18.3
44.2,45.9,3.36313593944479,18.1
41.5,49.6,3.36313593944479,17.8
44.1,48.4,3.36313593944479,18.3
40.5,48.6,3.36313593944479,18.1
39.1,49.3,3.36313593944479,17.1
35.2,44.1,3.36313593944479,17.0
34.5,41.1,3.36313593944479,17.8
32.4,51.3,3.36313593944479,16.8
32.3,44.5,3.36313593944479,17.7
33.3,48.2,3.36313593944479,17.3
28.0,46.4,3.36313593944479,17.6
25.3,50.3,3.36313593944479,16.8
32.4,57.7,3.36313593944479,16.6
30.2,57.4,3.36313593944479,16.6
33.0,54.5,3.36313593944479,16.3
32.1,57.4,3.36313593944479,17.0
33.0,57.2,3.36313593944479,16.5
31.1,63.9,3.36313593944479,15.9
29.5,65.6,3.36313593944479,15.6
33.8,62.5,3.36313593944479,15.9
37.4,60.4,3.36313593944479,15.7
40.0,60.2,3.36313593944479,16.1
38.1,60.8,3.36313593944479,16.2
22.9,64.9,3.36313593944479,14.8
23.9,63.1,3.36313593944479,14.8
24.0,63.3,3.36313593944479,14.8
27.3,62.9,3.36313593944479,15.2
26.3,63.4,3.36313593944479,15.7
25.1,56.4,3.36313593944479,16.3
25.4,58.4,3.36313593944479,15.3
28.0,58.5,3.36313593944479,15.4
29.0,57.3,3.36313593944479,15.2
23.5,61.9,3.36313593944479,14.7
21.4,66.5,3.36313593944479,15.1
23.2,57.5,3.36313593944479,15.4
33.7,58.4,3.36313593944479,15.4
29.5,64.7,3.36313593944479,14.5
23.6,69.3,3.36313593944479,14.6
25.3,65.7,3.36313593944479,14.4
28.1,65.2,3.36313593944479,15.0
27.1,64.0,2.0,14.6
27.9,61.6,2.2,14.6
32.6,64.9,2.0,14.6
30.7,69.2,1.9,14.6
27.6,71.1,1.9,14.6
28.6,69.8,2.0,14.8
31.8,66.4,2.1,14.8
31.6,65.5,2.5,14.6
29.6,66.5,2.5,14.0
29.4,69.6,2.3,14.0
24.7,73.9,1.8,14.1
29.5,70.6,1.8,14.1
25.3,71.8,1.9,14.1
24.3,72.1,1.7,14.1
22.2,75.4,1.8,13.6
17.6,71.6,1.7,14.1
28.6,69.4,2.1,13.8
24.5,70.1,2.1,14.0
28.8,61.5,1.9,14.8
29.7,63.8,2.1,14.6
31.7,65.1,2.0,14.4
32.7,66.2,2.0,14.6
32.3,65.6,2.4,15.2
28.5,67.7,2.6,14.6
31.1,63.0,2.8,14.8
34.1,65.5,2.1,15.0
28.5,66.6,2.1,15.0
25.8,63.3,2.3,15.3
30.9,62.4,2.0,15.2
28.6,65.8,2.0,15.0
34.7,66.1,2.1,14.7
32.0,66.3,3.36313593944479,14.7
27.9,61.2,3.36313593944479,15.2
33.1,59.5,2.3,15.6
31.0,60.3,2.2,15.1
31.1,64.2,2.3,15.1
29.6,66.7,2.4,15.1
30.0,69.1,2.1,15.0
27.9,75.2,1.9,14.0
29.7,70.8,2.0,14.7
25.7,67.2,2.6,15.3
19.9,71.6,2.4,14.8
24.6,69.4,2.0,15.2
25.1,66.0,2.3,15.4
19.2,74.8,2.1,14.0
28.6,74.9,2.0,14.3
26.6,70.0,2.0,14.8
30.1,68.0,2.1,14.5
30.2,63.3,2.2,14.8
31.2,58.7,2.0,15.9
32.5,61.3,2.1,15.4
26.6,63.4,2.3,15.3
27.2,68.5,2.2,14.5
27.3,69.5,2.1,14.8
27.5,65.5,1.9,15.6
25.5,65.8,2.2,15.2
26.9,68.0,2.5,14.7
26.2,66.7,2.4,14.7
26.0,66.6,2.2,14.7
25.6,64.8,2.1,14.5
22.2,68.9,1.7,14.6
23.5,69.2,1.8,14.4
30.5,69.5,1.8,14.9
24.9,71.4,1.7,14.5
21.0,72.9,1.8,13.9
24.5,73.7,2.0,14.4
28.0,72.0,1.9,14.3
24.3,68.0,2.0,14.7
29.9,66.9,2.2,15.4
31.4,70.9,2.6,14.8
29.9,73.5,2.2,14.8
27.0,74.3,2.2,14.9
18.9,76.7,1.8,14.2
14.2,74.6,1.8,14.1
