O3,RH,WSP,TMP
30.1,58.6,1.4,14.2
33.1,57.6,1.7,14.8
32.6,58.2,1.3,13.9
36.3,57.2,1.5,14.7
29.0,56.5,1.8,13.9
30.3,57.9,1.4,14.2
39.4,57.8,1.5,14.5
35.9,57.8,1.6,14.6
34.3,57.5,1.5,14.1
24.3,58.8,1.5,14.3
19.1,57.2,1.6,14.5
23.2,58.9,1.4,14.6
28.6,57.1,1.6,14.0
32.1,57.1,1.6,14.1
31.8,56.8,1.4,14.6
26.4,58.0,1.5,14.3
28.9,58.0,1.4,13.8
26.2,58.2,1.2,14.2
21.6,57.9,1.7,14.4
26.9,57.1,1.6,14.4
25.0,57.4,1.5,14.4
28.5,57.8,1.5,14.2
32.4,58.7,1.4,15.0
32.4,58.0,1.6,14.6
34.3,56.9,1.7,13.8
32.2,58.2,1.5,14.6
32.1,57.4,1.1,14.3
31.2,57.1,1.3,14.5
32.7,56.4,1.1,14.0
33.6,56.2,1.2,14.5
23.9,58.7,1.4,14.0
26.7,57.4,1.4,14.1
34.4,56.7,1.6,14.8
40.6,56.3,1.3,14.1
37.3,57.8,1.5,14.4
37.8,58.4,1.5,14.5
43.1,57.5,1.4,15.1
43.1,57.8,1.5,14.2
38.4,57.2,1.7,14.2
34.6,57.1,1.4,14.1
35.5,57.6,1.5,14.6
34.7,57.6,1.4,14.6
34.3,58.6,1.3,14.2
36.6,57.8,1.4,13.8
38.2,56.6,1.3,14.3
42.0,57.3,1.5,14.3
41.9,57.5,1.7,14.0
34.8,57.6,1.5,13.8
40.0,58.2,1.7,14.1
36.3,56.5,1.4,15.0
40.8,57.8,1.5,14.5
34.9,56.2,1.4,14.3
28.8,57.1,1.8,14.1
25.5,57.9,1.5,14.7
30.0,56.9,1.5,14.5
40.2,58.1,1.6,14.6
33.9,56.9,1.5,14.8
33.5,57.6,1.4,14.1
31.9,58.4,1.8,13.8
33.5,59.7,1.5,13.7
37.1,57.6,1.5,14.5
37.5,56.7,1.2,14.4
42.4,57.9,1.2,14.4
36.4,58.2,1.6,14.1
31.1,56.4,1.3,14.0
37.6,56.5,1.2,14.6
36.8,58.0,1.5,14.5
29.3,57.9,1.6,14.5
43.2,58.4,1.5,14.1
47.2,56.9,1.5,14.2
47.6,58.7,1.5,14.6
45.4,58.2,1.001,14.2
45.9,58.2,1.3,14.3
41.5,58.2,1.6,14.2
47.3,57.0,1.4,14.8
40.1,57.1,1.4,14.0
36.3,56.4,1.3,14.2
47.5,58.6,1.4,14.4
45.1,58.0,1.6,14.1
48.5,56.8,1.3,14.4
44.7,57.4,1.4,14.8
44.4,57.1,1.3,14.0
43.2,57.5,1.7,14.9
44.6,57.1,1.5,14.6
35.0,57.7,1.5,13.9
34.8,57.7,1.6,13.9
40.6,57.2,1.8,14.4
41.6,57.3,1.4,14.4
36.7,58.1,1.5,13.8
34.8,57.9,1.5,14.4
28.7,57.3,1.4,14.4
25.5,57.8,1.3,14.1
32.5,58.3,1.7,14.3
35.0,57.7,1.3,14.0
35.2,57.9,1.4,14.0
37.0,57.6,1.9,14.1
45.1,56.9,1.2,14.1
45.1,57.7,1.5,14.7
41.7,56.8,1.5,14.4
35.8,56.9,1.5,13.9
33.0,57.7,1.1,14.3
42.2,57.2,1.4,14.3
39.5,57.3,1.2,13.8
29.2,58.3,1.3,14.5
28.8,57.4,1.5,15.0
23.2,57.4,1.5,14.8
27.5,57.0,1.6,14.3
23.7,57.2,1.4,14.3
27.9,58.1,1.6,15.1
26.7,57.7,1.6,14.3
27.2,56.6,1.4,14.2
29.4,58.8,1.7,14.5
22.2,57.6,1.6,13.9
20.8,56.7,1.6,14.0
24.6,57.9,1.2,13.6
33.2,56.3,1.3,13.8
27.5,57.5,1.4,14.1
26.9,58.1,1.4,13.9
23.6,57.9,1.4,14.1
28.7,56.6,1.3,13.4
26.9,58.1,1.9,14.2
25.5,58.1,1.3,14.5
28.6,57.1,1.2,13.8
31.5,58.1,1.4,14.8
26.2,56.7,1.3,13.6
27.4,57.3,1.8,14.6
30.8,57.8,1.5,14.5
27.9,57.7,1.3,13.8
26.7,58.3,1.5,14.6
27.1,56.9,1.3,14.8
21.4,56.8,1.2,14.2
19.6,57.7,1.5,14.2
22.6,57.9,1.2,14.5
24.7,58.3,1.5,14.5
22.0,57.5,1.4,14.2
18.9,56.6,1.5,14.6
25.7,56.5,1.8,14.1
22.7,56.0,1.2,14.6
28.1,56.4,1.4,14.4
29.7,55.8,1.3,14.4
30.7,57.1,1.5,14.4
30.4,57.9,1.9,14.4
27.7,57.0,1.6,14.1
26.9,56.6,1.3,14.4
30.3,57.8,1.4,14.3
30.3,57.9,1.6,14.3
28.6,56.9,1.6,14.1
22.3,56.8,1.3,14.7
27.4,57.4,1.2,13.8
23.3,56.9,1.1,13.7
30.1,58.1,1.6,14.6
34.0,58.6,1.4,14.3
30.9,58.0,1.4,14.8
30.8,57.3,1.5,14.0
29.5,56.8,1.4,14.7
28.5,57.8,1.5,14.4
28.6,57.8,1.4,14.0
29.1,57.5,1.4,13.6
26.7,58.0,1.3,14.7
24.9,58.2,1.5,14.3
25.6,57.3,1.2,14.7
18.1,57.9,1.2,14.5
23.8,57.4,1.5,14.5
27.4,56.1,1.4,14.2
20.5,57.3,1.3,14.1
23.3,57.4,1.4,14.4
28.0,58.1,1.6,13.6
27.4,58.3,1.4,14.5
28.5,57.9,1.4,14.8
31.4,57.0,1.6,14.1
31.0,57.9,1.2,14.3
20.7,57.7,1.2,14.7
21.1,56.9,1.3,14.7
23.3,57.8,1.3,14.4
23.4,59.2,1.2,14.7
23.3,57.3,1.4,14.2
26.5,58.3,1.5,14.7
22.9,57.4,1.4,14.7
22.7,57.0,1.7,14.4
24.7,58.0,1.5,14.2
21.0,56.2,1.6,14.1
25.4,58.3,1.5,13.7
26.0,57.5,1.3,14.8
22.6,58.0,1.6,14.2
22.4,57.7,1.5,14.6
18.7,57.2,1.2,14.4
20.4,57.7,1.3,14.4
23.0,58.4,1.2,14.5
24.6,57.6,1.4,14.7
21.3,56.7,1.4,14.4
21.8,57.1,1.4,14.0
17.9,56.7,1.5,14.0
16.2,57.4,1.7,14.5
15.1,58.4,1.4,14.5
21.7,58.2,1.3,14.7
24.0,57.4,1.6,14.4
18.7,57.0,1.4,14.1
24.5,56.9,1.4,14.2
22.6,57.4,1.4,14.2
24.8,56.6,1.3,14.7
23.6,58.0,1.4,14.3
23.2,57.8,1.2,14.0
24.9,56.7,1.7,14.4
25.1,59.0,1.6,15.0
23.0,57.9,1.7,15.0
24.7,57.0,1.6,14.8
25.1,56.5,1.4,14.6
23.4,57.3,2.1,14.2
24.5,56.3,1.5,14.0
21.0,57.5,1.3,14.1
18.1,57.9,1.3,14.4
23.3,58.2,1.5,14.3
22.0,58.7,1.4,14.6
27.9,57.3,1.4,13.9
28.7,58.1,1.4,14.2
21.9,57.7,1.4,14.8
17.6,58.4,1.4,15.4
13.9,56.9,1.7,14.5
18.0,57.2,1.5,14.4
20.0,57.3,1.5,14.3
22.4,57.8,1.3,14.4
21.7,57.5,1.3,14.6
16.4,57.4,1.4,13.8
22.2,58.0,1.3,14.3
24.3,57.4,1.7,14.4
27.6,58.3,1.2,14.4
26.6,57.3,1.4,14.0
26.4,57.9,1.2,14.6
21.0,57.3,1.7,14.0
21.7,58.6,1.5,15.3
19.5,57.6,1.5,14.8
20.6,56.9,1.2,14.2
18.9,57.6,1.6,13.9
21.7,58.3,1.4,14.2
22.8,56.1,1.3,15.0
23.3,57.7,1.6,14.7
20.0,57.6,1.6,14.8
21.5,58.1,1.5,14.0
23.6,57.6,1.2,13.9
21.9,57.3,1.6,14.6
23.0,57.5,1.3,15.1
22.1,58.3,1.6,14.1
17.9,57.0,1.2,14.0
27.7,58.3,1.6,14.3
32.0,56.7,1.5,14.2
31.3,57.3,1.3,14.2
25.3,57.5,1.3,14.1
24.8,55.8,1.4,14.3
26.2,56.8,1.5,14.1
31.2,56.9,1.3,14.6
25.2,56.7,1.5,14.3
25.6,57.8,1.4,14.6
22.2,58.1,1.6,14.0
17.2,57.2,1.7,15.0
13.8,56.7,1.2,14.5
13.8,57.8,1.3,14.5
17.3,57.7,1.6,14.2
22.9,57.6,1.4,14.6
22.8,57.3,1.3,14.8
21.0,58.8,1.4,13.9
22.6,57.2,1.6,14.3
17.6,58.2,1.3,14.4
21.4,58.3,1.6,13.9
19.0,58.0,1.4,14.5
17.6,57.9,1.3,14.6
13.3,58.8,1.6,14.2
15.7,57.7,1.8,14.1
17.2,57.4,1.5,14.1
17.6,56.0,1.6,14.0
22.2,56.7,1.7,14.0
23.6,58.2,1.5,14.6
22.9,56.5,1.6,14.7
24.6,57.9,1.5,13.6
24.6,57.7,1.2,13.8
28.2,58.4,1.5,14.1
27.8,57.2,1.2,14.4
29.6,57.0,1.5,14.3
19.9,55.7,1.4,14.0
19.5,57.1,1.5,14.0
19.5,57.6,1.3,14.1
23.9,58.0,1.4,14.3
15.1,57.0,1.5,14.6
16.4,58.6,1.3,14.7
18.9,58.0,1.5,14.2
21.4,56.6,1.5,14.5
25.6,57.0,1.4,14.4
27.3,57.3,1.3,14.5
18.8,58.3,1.3,14.2
21.9,58.6,1.3,14.6
21.1,57.8,1.4,14.9
18.7,58.4,1.3,14.8
18.6,57.8,1.3,14.4
16.9,57.6,1.5,14.9
14.1,57.6,1.4,14.1
22.3,58.2,1.2,14.2
20.8,59.3,1.6,14.6
23.4,57.8,1.5,14.4
22.1,57.6,1.4,14.3
22.6,57.0,1.4,13.9
