O3,RH,WSP,TMP
48.4,43.2,2.7,16.3
51.3,40.0,2.2,17.2
48.4,49.1,2.8,16.3
37.1,51.2,2.6,15.0
30.7,52.8,2.3,14.1
41.4,47.6,2.4,14.9
38.8,49.2,2.5414889761174333,15.1
46.0,39.2,2.8,15.7
45.3,43.6,2.7,15.1
44.8,50.4,3.5,14.9
39.4,51.7,3.8,14.7
44.4,51.7,4.7,13.6
46.4,42.1,4.8,14.0
41.9,46.7,3.7,13.2
42.6,48.1,2.5,14.0
52.4,43.0,2.5,14.3
47.0,48.2,2.4,14.6
47.3,44.4,2.6,14.9
47.4,39.4,2.5,15.8
41.1,37.9,2.8,15.8
42.5,37.2,3.2,16.1
37.1,32.6,3.1,16.4
35.7,40.3,2.6,15.3
38.0,43.4,3.0,14.4
30.9,41.8,2.4,14.9
38.7,33.4,2.8,16.4
35.1,30.0,3.1,17.3
38.2,34.2,3.0,17.5
42.6,39.4,3.3,17.4
39.8,33.0,3.3,17.6
42.7,28.6,3.7,18.5
34.8,30.8,3.9,17.9
44.2,32.6,3.3,17.0
45.4,30.6,3.4,17.2
42.1,23.4,3.5,18.3
40.4,25.8,3.3,18.3
40.0,24.8,3.3,18.5
43.7,33.9,2.8,17.5
46.9,38.0,3.0,18.0
53.6,47.5,2.7,16.7
54.4,37.9,2.8,17.4
54.5,30.6,2.7,18.1
58.5,32.3,3.1,18.5
55.8,40.6,2.7,17.1
49.2,46.8,2.8,16.5
50.2,45.5,3.0,16.0
51.3,39.9,3.5,16.8
47.1,41.3,3.4,16.6
43.7,41.9,3.1,16.6
46.1,36.1,2.9,17.0
47.0,36.1,3.1,16.3
53.4,34.3,2.8,16.7
53.5,37.6,3.2,15.8
44.8,43.3,3.0,15.3
49.6,44.0,2.9,15.7
46.8,48.3,2.7,15.9
45.1,48.6,2.8,15.9
48.7,54.8,2.5,14.6
42.8,51.9,2.8,15.6
49.7,39.6,3.4,16.6
53.2,32.3,3.5,17.3
51.5,34.5,3.4,17.5
52.3,34.3,3.0,18.2
42.0,32.3,3.8,18.7
45.6,29.8,3.8,18.4
51.5,28.3,3.4,18.2
58.5,34.9,3.0,17.2
56.4,35.0,3.4,18.2
50.7,49.5,2.8,17.6
50.2,55.4,2.8,16.2
43.3,55.9,2.6,15.9
48.8,45.6,2.6,16.7
44.8,47.2,2.5,16.7
42.4,54.8,2.6,16.0
54.8,43.6,2.9,17.1
58.0,48.6,2.7,17.3
50.9,48.1,2.9,17.6
53.1,56.2,2.4,16.6
56.8,51.0,2.9,17.0
49.6,48.2,2.5414889761174333,17.3
56.2,45.9,2.5,18.1
47.2,50.8,2.8,18.0
51.5,44.1,2.5414889761174333,18.4
58.7,41.7,2.5414889761174333,18.9
56.9,42.2,3.0,19.1
56.3,42.0,3.2,19.3
61.3,44.4,3.0,18.5
58.7,48.6,3.0,18.7
60.7,47.2,2.8,19.0
53.3,47.8,3.3,18.8
43.8,47.7,2.9,18.2
48.9,42.4,3.1,18.0
54.9,37.0,3.3,18.8
50.8,47.8,2.6,17.5
44.6,41.2,3.5,18.3
41.1,46.8,2.8,17.9
37.4,45.3,3.2,18.0
29.7,48.2,3.0,17.4
35.8,55.4,2.9,17.2
37.5,54.4,3.2,17.2
37.6,52.6,3.2,16.9
40.2,45.6,2.6,17.6
39.1,47.3,2.5414889761174333,17.0
56.3,55.5,2.7,16.9
51.9,55.7,2.8,17.0
47.4,57.1,2.6,17.0
46.1,56.8,2.6,17.0
47.4,54.9,2.4,17.3
48.7,57.6,2.5,17.3
31.2,62.9,2.3,16.4
34.6,65.9,2.2,15.9
27.0,71.9,2.4,15.8
33.1,66.0,2.6,16.0
31.8,62.5,3.0,16.5
31.3,57.2,2.9,17.4
33.1,60.0,2.4,16.4
32.3,60.2,2.6,16.3
33.3,51.2,3.5,16.2
26.8,58.6,2.6,15.8
27.0,63.4,2.6,15.9
33.0,54.5,2.8,16.5
36.2,55.3,2.8,16.5
28.3,59.7,2.3,15.8
32.5,65.7,2.1,15.8
31.1,68.0,2.3,15.4
34.1,68.0,2.3,15.8
32.0,67.0,2.5,15.8
32.6,63.6,2.9,15.8
39.0,61.0,3.0,15.8
43.2,61.1,2.6,15.7
35.3,65.5,2.3,15.8
32.2,63.9,2.8,16.2
36.2,62.7,2.5,16.1
38.9,60.7,2.8,16.0
33.7,61.1,3.2,15.7
34.4,64.5,2.7,15.5
29.4,69.1,2.4,15.5
36.0,63.8,2.3,15.6
30.4,66.4,2.3,15.6
31.8,67.4,2.2,15.2
29.4,69.8,2.1,14.8
23.7,66.8,2.0,15.1
34.4,61.9,2.6,15.2
33.0,65.2,2.4,15.0
37.1,54.0,2.5414889761174333,16.1
43.5,57.5,2.5,16.0
44.2,58.4,2.7,15.7
35.7,60.8,2.4,15.7
32.4,60.5,2.9,16.5
27.3,64.2,2.7,15.8
32.5,58.1,3.1,16.4
31.4,59.6,2.7,16.4
30.3,59.1,2.5,16.7
24.0,57.6,2.5414889761174333,16.5
29.3,56.0,2.6,16.7
31.7,58.4,2.3,16.5
33.2,58.9,2.3,16.2
38.8,58.7,2.9,16.1
32.5,54.4,2.7,16.5
35.1,53.5,2.6,17.2
31.7,55.4,2.7,16.5
32.6,59.4,2.5,16.1
33.9,61.1,2.7,16.3
33.2,64.0,2.5414889761174333,16.0
34.9,70.3,2.2,15.0
35.3,65.8,2.4,15.9
33.4,61.8,3.3,16.4
26.1,63.5,2.5414889761174333,15.7
31.5,63.6,2.7,16.2
34.2,58.7,3.1,16.5
26.0,71.4,3.0,14.7
32.5,71.2,2.6,15.1
26.6,63.0,2.3,16.1
35.7,63.7,2.2,15.7
36.8,56.8,2.9,16.3
35.0,53.8,2.6,17.0
32.5,57.9,2.6,16.6
33.1,57.5,2.9,16.4
29.6,63.6,2.7,15.6
27.8,65.2,2.4,15.8
32.5,60.2,3.1,16.4
28.1,62.3,2.6,16.2
26.4,66.2,2.8,15.6
27.7,65.5,2.5,15.6
29.4,65.1,2.6,15.5
30.3,61.7,2.5,15.4
28.9,64.6,2.3,15.5
32.2,66.8,2.0,15.2
31.3,67.5,2.0,15.7
27.2,69.0,2.0,15.3
27.7,73.3,1.8,14.6
28.0,74.9,2.3,14.7
30.9,71.9,2.1,14.8
37.0,66.3,2.1,15.6
37.0,63.1,2.4,16.2
34.1,68.6,2.8,15.5
32.0,71.1,2.2,15.2
25.8,71.9,2.0,15.3
22.9,75.5,1.8,14.9
19.2,74.4,1.9,14.9
31.5,68.8,2.5,15.4
35.7,66.9,2.3,15.2
34.6,62.8,2.5,15.7
34.8,63.0,2.7,15.7
39.5,59.5,2.4,15.5
39.8,59.0,2.1,15.4
35.1,61.3,2.5414889761174333,15.3
37.2,58.6,2.1,16.6
38.0,53.5,2.3,16.5
40.0,53.6,2.3,16.3
29.1,64.9,2.7,16.2
29.2,66.7,1.8,15.8
30.0,63.7,2.6,16.2
28.5,64.7,2.3,16.3
25.3,64.8,2.4,15.8
27.3,67.1,2.6,15.9
24.5,66.3,2.6,15.1
26.0,66.1,2.5414889761174333,15.1
28.7,67.2,2.0,15.4
34.8,68.6,1.8,15.6
36.8,67.7,2.3,15.8
28.2,68.5,2.3,15.5
21.0,72.3,2.0,14.9
19.4,77.1,1.8,14.2
25.0,73.9,2.4,14.7
24.7,70.1,2.4,14.9
24.6,69.3,2.8,15.1
24.6,69.2,2.7,15.3
27.5,68.7,2.5,15.6
31.2,64.0,2.6,16.1
32.9,57.7,2.7,16.0
35.0,53.4,2.2,16.0
31.7,61.9,2.0,15.9
31.3,62.0,2.8,15.9
27.3,66.9,2.6,15.6
26.9,71.4,2.5,14.2
26.7,68.9,2.6,14.6
23.7,69.7,2.1,15.0
25.1,65.1,2.5,15.5
28.3,60.0,2.5414889761174333,14.8
26.1,64.0,2.5414889761174333,14.2
29.6,63.5,2.9,14.7
26.1,67.4,2.5,14.2
27.3,64.4,2.2,15.1
26.0,58.6,2.3,15.6
29.2,58.1,2.5414889761174333,15.5
30.1,59.2,2.6,15.2
24.8,57.7,3.7,14.8
23.2,60.0,3.1,14.5
30.4,61.2,2.9,14.9
37.0,58.7,2.6,14.7
38.8,57.6,2.4,14.8
31.2,56.7,2.5,14.4
28.4,62.2,2.7,13.2
32.4,61.9,2.4,13.5
34.0,61.0,2.3,14.3
33.6,62.0,1.9,14.7
28.4,66.1,1.9,14.7
29.4,60.6,2.0,15.3
28.4,55.3,2.1,15.4
23.7,58.2,2.2,14.2
19.9,62.3,2.1,14.1
24.4,52.6,2.6,14.9
30.2,50.9,1.9,16.1
31.1,42.4,2.4,17.0
29.1,45.3,2.1,16.5
30.6,60.0,2.3,14.7
19.9,69.0,2.2,14.0
26.5,66.7,1.8,14.3
23.3,65.4,2.4,14.2
22.3,64.0,2.7,13.3
23.0,72.0,1.9,11.3
25.2,55.7,2.3,13.3
22.9,58.6,2.5414889761174333,12.0
30.2,57.6,2.0,12.9
37.9,43.7,2.0,14.0
37.3,47.8,2.5,13.8
33.4,56.6,2.6,12.7
36.8,52.9,2.4,13.1
41.6,49.7,2.3,13.4
45.6,48.3,2.0,12.8
48.6,42.5,2.1,13.6
42.9,47.9,2.3,13.6
32.8,45.0,2.4,13.0
26.7,54.4,2.2,11.6
28.9,55.9,2.2,12.0
38.8,44.2,3.3,13.6
22.0,55.6,2.0,13.8
22.9,47.9,2.3,14.4
31.9,46.2,2.0,14.7
40.4,47.6,2.2,14.8
43.0,47.7,2.1,15.2
42.8,49.2,2.5414889761174333,15.4
27.4,48.0,2.4,14.9
33.1,45.4,2.3,14.8
31.5,42.2,3.1,15.4
28.8,47.1,2.5414889761174333,14.6
34.6,50.4,2.2,13.2
22.9,54.9,2.3,11.8
27.5,51.7,1.9,11.7
35.7,44.3,2.0,13.1
36.6,42.3,2.1,13.7
36.7,41.0,2.2,14.3
39.9,41.1,1.9,13.4
34.8,50.8,2.5,13.4
