O3,RH,WSP,TMP
30.9,56.4,1.7,17.5
30.0,59.7,1.6,17.3
32.4,61.2,1.8,17.3
35.7,61.3,1.8,17.3
33.2,57.1,2.1,18.2
24.1,61.9,2.2,17.2
33.6,54.9,2.4,18.0
33.0,59.5,1.7,17.8
29.3,60.4,1.7,17.8
25.5,58.8,1.8,18.1
31.2,57.5,1.7,18.0
30.6,58.2,1.9,18.0
34.7,60.7,1.9,17.6
37.2,62.0,1.7,17.3
33.6,57.9,1.7,17.5
31.6,57.4,1.8,18.2
31.4,56.6,2.1,18.0
31.7,56.3,1.9,18.0
27.4,57.2,2.2,18.0
30.3,61.8,2.0,17.7
29.9,69.0,1.6,16.6
27.8,65.4,1.9,17.3
26.5,60.5,2.3,17.9
18.9,65.7,2.0,17.4
25.9,63.1,1.8,17.9
29.2,57.3,2.2,18.2
22.4,70.5,2.1,16.3
25.0,70.3,1.6,16.6
28.2,65.2,1.6,17.1
31.8,64.0,1.5,17.1
28.6,59.7,1.7,17.4
33.8,54.5,1.7,18.4
36.3,60.0,1.8,18.0
26.4,58.7,1.9,18.0
28.5,62.0,1.8,17.4
28.6,64.0,1.8,17.5
31.1,62.5,1.6,17.8
29.3,61.8,1.9,17.6
27.4,62.7,2.2,17.3
26.2,62.9,1.8,17.3
22.7,63.6,1.6,17.0
29.1,59.2,1.8,17.3
26.7,63.4,1.7,17.3
31.6,67.2,1.5,16.8
32.5,65.4,1.7,17.3
26.7,68.9,1.6,16.8
20.4,71.8,1.6,16.5
20.3,71.3,1.8,16.6
25.1,70.5,1.7,16.7
30.3,65.7,1.6,17.2
27.4,60.5,1.8,17.8
28.0,63.5,2.0,17.4
26.3,68.4,1.6,17.1
21.0,69.2,1.6,16.9
19.8,69.1,1.8,17.0
17.6,70.9,1.6,16.5
24.2,63.3,2.0,17.2
29.5,61.4,1.8,17.1
26.7,60.4,2.1,17.2
28.9,60.6,2.2,17.2
31.8,58.0,2.0,17.2
33.2,56.9,1.9,17.3
31.4,61.2,1.5,16.8
27.9,59.9,1.8,18.1
30.2,57.0,1.9,18.0
31.3,53.5,1.9,18.0
24.4,62.5,1.9,17.8
24.4,64.2,1.7,17.5
27.5,60.1,1.8,18.1
28.6,60.2,2.0,18.5
24.8,62.5,1.9,17.5
22.8,64.0,1.9,17.8
18.5,64.6,1.7,16.8
22.1,65.0,1.7,16.8
23.5,66.3,1.7,17.1
28.4,68.1,1.5,17.3
32.4,66.7,1.7,17.5
22.3,64.4,1.9,17.4
18.5,63.6,1.392013144026337,17.3
15.7,64.2,1.392013144026337,17.4
19.7,61.2,1.392013144026337,18.0
22.3,66.0,1.9,17.3
24.8,63.5,2.2,17.5
24.2,62.3,2.2,17.8
23.8,62.3,2.2,18.1
27.2,58.0,2.2,18.5
25.9,58.8,2.0,18.0
33.1,54.4,1.6,17.8
29.4,61.9,1.8,17.8
25.3,59.5,2.2,17.9
23.7,64.8,2.2,17.6
21.9,66.3,2.3,16.6
22.1,63.5,2.2,16.9
22.9,63.2,2.0,17.4
20.6,61.8,2.1,17.8
24.0,59.2,2.1,17.8
26.5,57.2,2.1,18.0
23.2,58.5,2.3,17.3
21.9,62.2,1.392013144026337,15.8
24.6,59.6,1.9,17.6
28.2,60.0,1.8,17.6
27.4,56.7,2.0,18.0
25.1,56.9,2.2,17.6
23.0,54.5,2.8,17.1
19.1,58.1,2.6,16.6
24.1,59.4,2.3,16.7
33.5,55.5,2.2,16.8
37.9,56.3,1.7,16.7
29.4,55.7,2.0,16.3
28.1,55.0,2.6,15.8
30.4,57.6,2.1,15.8
31.1,60.0,1.9,16.4
26.5,60.9,1.8,16.6
27.6,65.7,1.7,16.6
25.2,66.0,1.4,16.9
20.9,57.4,1.8,17.0
18.0,60.3,1.8,16.0
17.4,57.6,1.392013144026337,16.3
19.2,53.8,2.0,16.1
25.4,49.8,1.7,17.6
23.4,44.5,1.392013144026337,18.0
28.1,47.0,1.392013144026337,17.7
29.3,58.2,1.9,16.5
21.5,64.5,1.392013144026337,15.8
27.0,63.2,1.6,15.9
19.5,60.5,2.1,15.9
19.3,59.9,2.3,15.0
16.2,67.7,1.7,12.9
22.3,56.4,1.6,14.8
22.0,54.9,1.7,14.9
23.6,61.6,1.4,14.4
28.7,50.5,1.4,14.8
23.5,51.1,1.392013144026337,13.8
26.0,49.5,1.392013144026337,13.6
26.8,50.5,1.392013144026337,13.8
29.8,49.0,1.392013144026337,13.9
24.8,50.2,1.392013144026337,13.1
22.2,50.5,1.392013144026337,13.1
29.3,50.7,1.392013144026337,13.8
23.9,47.5,1.392013144026337,13.2
21.2,50.5,1.392013144026337,13.0
23.0,49.7,1.392013144026337,13.3
26.2,50.7,1.392013144026337,13.1
19.5,58.2,1.392013144026337,13.6
19.9,56.0,2.1,14.4
23.7,52.5,1.7,14.6
24.0,54.6,1.6,14.6
25.5,54.6,1.5,15.2
30.3,56.1,1.6,15.8
23.7,50.3,2.1,15.8
26.8,51.6,2.0,15.3
23.4,51.5,2.3,15.6
20.7,50.0,2.6,15.3
23.9,50.0,1.392013144026337,14.2
18.8,50.7,2.2,13.0
18.2,52.0,1.6,12.6
22.9,49.3,1.6,13.5
23.5,48.9,1.5,14.1
25.5,48.6,1.5,14.2
26.5,45.9,1.6,13.4
27.6,52.5,1.392013144026337,14.3
